
Random;0,20272017;0,10795579;0,17187932;0,24317999;0,25026140;0,17973251;0,20925229;0,17793336;0,18385224;0,19074724;0,22961629;0,13003333;0,06652496;0,19982050;0,19680129;0,11928145;0,15592178;0,13814937;0,12997244;0,22812022;0,11110452;0,16770829;0,20584410;0,15906544;0,15906544;0,20550503;0,19074724;0,30018373;0,13705386;0,24698814;0,20272017;0,10795579;0,17187932;0,24317999;0,25026140;0,17973251;0,20925229;0,17793336;0,18385224;0,19074724;0,22961629;0,13003333;0,06652496;0,19982050;0,19680129;0,11928145;0,15592178;0,13814937;0,12997244;0,22812022;0,11110452;0,16770829;0,20584410;0,15906544;0,15906544;0,20550503;0,19074724;0,30018373;0,13705386;0,24698814;
AMSO;0,39590784;0,39590784;0,40887698;0,41151551;0,46532876;0,41022289;0,40601643;0,43162487;0,46811928;0,44223297;0,44427538;0,41151551;0,41022289;0,43900387;0,41477576;0,42774490;0,41663513;0,38767161;0,40887698;0,46811928;0,43038343;0,40653953;0,41022289;0,42774490;0,42488435;0,41022289;0,42634351;0,44661283;0,43170767;0,45787179;0,39590784;0,39590784;0,40887698;0,41151551;0,46532876;0,41022289;0,40601643;0,43162487;0,46811928;0,44223297;0,44427538;0,41151551;0,41022289;0,43900387;0,41477576;0,42774490;0,41663513;0,38767161;0,40887698;0,46811928;0,43038343;0,40653953;0,41022289;0,42774490;0,42488435;0,41022289;0,42634351;0,44661283;0,43170767;0,45787179;
GA;0,46095223;0,44855976;0,38849974;0,44199983;0,40434846;0,46407936;0,41477576;0,44795874;0,40426398;0,47489931;0,43728881;0,49389258;0,39955296;0,43716346;0,43170767;0,46742769;0,44199983;0,49389258;0,43192012;0,42759291;0,41283974;0,46944352;0,45437098;0,47838688;0,49560764;0,43170767;0,43170767;0,43550306;0,43170767;0,44855976;0,46095223;0,44855976;0,38849974;0,44199983;0,40434846;0,46407936;0,41477576;0,44795874;0,40426398;0,47489931;0,43728881;0,49389258;0,39955296;0,43716346;0,43170767;0,46742769;0,44199983;0,49389258;0,43192012;0,42759291;0,41283974;0,46944352;0,45437098;0,47838688;0,49560764;0,43170767;0,43170767;0,43550306;0,43170767;0,44855976;
