
vote,arff;0E-8;0E-8;
lung-cancer,arff;0E-8;0E-8;
primary-tumor,arff;0E-8;0E-8;
heart-c,arff;0E-8;0E-8;
breast-cancer,arff;0E-8;0E-8;
kdd_synthetic_control,arff;0E-8;0E-8;
sponge,arff;0E-8;0E-8;
