
Random;0,23532429;0,26928656;0,16057225;0,22535550;0,18181412;0,14359112;0,16057225;0,13901633;0,21955084;0,23139425;0,27486539;0,14044985;0,23987563;0,15903333;0,22535550;0,22695786;0,23406683;0,19879526;0,17274369;0,23532429;0,14916117;0,26928656;0,18972483;0,17601446;0,18181412;0,22695786;0,25230542;0,27049424;0,16614230;0,17903137;0,23532429;0,26928656;0,16057225;0,22535550;0,18181412;0,14359112;0,16057225;0,13901633;0,21955084;0,23139425;0,27486539;0,14044985;0,23987563;0,15903333;0,22535550;0,22695786;0,23406683;0,19879526;0,17274369;0,23532429;0,14916117;0,26928656;0,18972483;0,17601446;0,18181412;0,22695786;0,25230542;0,27049424;0,16614230;0,17903137;
AMSO;0,41685370;0,37163633;0,38807909;0,37959694;0,36665405;0,42257972;0,38693487;0,38751853;0,38807909;0,37215337;0,38807909;0,39657808;0,36075785;0,37215337;0,38913450;0,35465520;0,42028941;0,38632715;0,35977105;0,36871324;0,42257972;0,37215337;0,37215337;0,41527296;0,37163633;0,38963108;0,38807909;0,37215337;0,38913450;0,38913450;0,41685370;0,37163633;0,38807909;0,37959694;0,36665405;0,42257972;0,38693487;0,38751853;0,38807909;0,37215337;0,38807909;0,39657808;0,36075785;0,37215337;0,38913450;0,35465520;0,42028941;0,38632715;0,35977105;0,36871324;0,42257972;0,37215337;0,37215337;0,41527296;0,37163633;0,38963108;0,38807909;0,37215337;0,38913450;0,38913450;
GA;0,45004155;0,42211674;0,39472012;0,45482154;0,41899777;0,38689701;0,38558771;0,43383483;0,42211674;0,39270582;0,35767371;0,35355628;0,42089714;0,39829183;0,39829183;0,38569437;0,39472012;0,39052203;0,45004155;0,39909816;0,41355921;0,38632715;0,37238102;0,43909787;0,47060004;0,46359239;0,41443339;0,40330828;0,43653110;0,46621636;0,45004155;0,42211674;0,39472012;0,45482154;0,41899777;0,38689701;0,38558771;0,43383483;0,42211674;0,39270582;0,35767371;0,35355628;0,42089714;0,39829183;0,39829183;0,38569437;0,39472012;0,39052203;0,45004155;0,39909816;0,41355921;0,38632715;0,37238102;0,43909787;0,47060004;0,46359239;0,41443339;0,40330828;0,43653110;0,46621636;
